date,Region_Category,Visitors
1998-01-01,EABAll,1482.3856469999998
1998-01-01,EACAll,768.8071698
1998-01-01,EBAAll,263.5703417
1998-01-01,ECAAll,289.900081
1998-01-01,FAAAll,847.9735793
1998-01-01,FBAAll,228.70259099999998
1998-01-01,FBBAll,531.5900215
1998-01-01,FCAAll,195.5124261
1998-01-01,FCBAll,46.9571556
1998-01-01,GAAAll,46.8480279
1998-01-01,GABAll,2.584923
1998-01-01,GACAll,21.1276027
1998-01-01,GBAAll,22.1310265
1998-01-01,GBBAll,19.7768704
1998-01-01,GBCAll,9.1651715
1998-01-01,GBDAll,10.289907099999999
1998-01-01,TotalHol,28286.029272300017
1998-01-01,TotalVis,13573.256553700001
1998-01-01,TotalBus,2550.5267722000003
1998-01-01,TotalOth,741.2586819
1998-01-01,AHol,11624.9102414
1998-01-01,AVis,4845.1306701
1998-01-01,ABus,719.5414477
1998-01-01,AOth,325.9200204
1998-01-01,BHol,6789.291554700001
1998-01-01,BVis,3159.6593061999997
1998-01-01,BBus,356.09370850000005
1998-01-01,BOth,88.57344629999999
1998-01-01,CHol,5243.3156843
1998-01-01,CVis,2641.1360826999994
1998-01-01,CBus,603.2886485000001
1998-01-01,COth,145.61863110000002
1998-01-01,DHol,1845.0084058999996
1998-01-01,DVis,1201.4460706999998
1998-01-01,DBus,322.38638440000005
1998-01-01,DOth,135.4724852
1998-01-01,EHol,1761.1776744
1998-01-01,EVis,936.3788443
1998-01-01,EBus,387.9160852
1998-01-01,EOth,36.1465855
1998-01-01,FHol,962.7747909000001
1998-01-01,FVis,772.9705048000001
1998-01-01,FBus,108.5390894
1998-01-01,FOth,6.451388400000001
1998-01-01,GHol,59.55092069999999
1998-01-01,GVis,16.5350749
1998-01-01,GBus,52.7614085
1998-01-01,GOth,3.0761249999999998
1998-01-01,AAHol,2951.6532728
1998-01-01,AAVis,1677.2186139
1998-01-01,AABus,230.0995779
1998-01-01,AAOth,118.2381459
1998-01-01,ABHol,3949.7136276
1998-01-01,ABVis,1310.5124157
1998-01-01,ABBus,27.8037772
1998-01-01,ABOth,34.7089011
1998-01-01,ACHol,2807.594007
1998-01-01,ACVis,544.7335207
1998-01-01,ACBus,200.6263217
1998-01-01,ACOth,16.667523
1998-01-01,ADHol,818.2734178
1998-01-01,ADVis,464.25372999999996
1998-01-01,ADBus,99.81534740000001
1998-01-01,ADOth,90.6281144
1998-01-01,AEHol,737.4191016
1998-01-01,AEVis,663.4194115999999
1998-01-01,AEBus,136.245088
1998-01-01,AEOth,23.4306533
1998-01-01,AFHol,360.2568146
1998-01-01,AFVis,184.9929782
1998-01-01,AFBus,24.9513355
1998-01-01,AFOth,42.2466827
1998-01-01,BAHol,2105.3464727
1998-01-01,BAVis,1525.8780256
1998-01-01,BABus,201.80538190000001
1998-01-01,BAOth,21.6427018
1998-01-01,BBHol,1459.236057
1998-01-01,BBVis,181.301635
1998-01-01,BBBus,0.9073995
1998-01-01,BBOth,12.5506911
1998-01-01,BCHol,1723.0099498
1998-01-01,BCVis,366.2871983
1998-01-01,BCBus,47.124991699999995
1998-01-01,BCOth,2.3251764
1998-01-01,BDHol,947.4875236
1998-01-01,BDVis,363.74267480000003
1998-01-01,BDBus,41.9972624
1998-01-01,BDOth,42.1501226
1998-01-01,BEHol,554.2115515999999
1998-01-01,BEVis,722.4497725000001
1998-01-01,BEBus,64.258673
1998-01-01,BEOth,9.9047544
1998-01-01,CAHol,4030.5493282
1998-01-01,CAVis,1818.9515189999997
1998-01-01,CABus,482.28192310000003
1998-01-01,CAOth,89.4536487
1998-01-01,CBHol,416.4592018999999
1998-01-01,CBVis,353.75409809999996
1998-01-01,CBBus,27.4463353
1998-01-01,CBOth,30.753253700000002
1998-01-01,CCHol,672.385108
1998-01-01,CCVis,364.89223119999997
1998-01-01,CCBus,25.0988842
1998-01-01,CCOth,25.4117287
1998-01-01,CDHol,123.9220462
1998-01-01,CDVis,103.5382344
1998-01-01,CDBus,68.46150589999999
1998-01-01,CDOth,0.0
1998-01-01,DAHol,590.1476256
1998-01-01,DAVis,692.2660992
1998-01-01,DABus,101.9745893
1998-01-01,DAOth,113.4314546
1998-01-01,DBHol,596.8133684
1998-01-01,DBVis,189.4640333
1998-01-01,DBBus,112.6915208
1998-01-01,DBOth,6.0991778
1998-01-01,DCHol,315.846448
1998-01-01,DCVis,156.8432866
1998-01-01,DCBus,92.0703816
1998-01-01,DCOth,15.9418528
1998-01-01,DDHol,342.2009639
1998-01-01,DDVis,162.87265159999998
1998-01-01,DDBus,15.6498927
1998-01-01,DDOth,0.0
1998-01-01,EAHol,1427.2585817
1998-01-01,EAVis,835.2461339
1998-01-01,EABus,269.4974656
1998-01-01,EAOth,36.1465855
1998-01-01,EBHol,194.5656246
1998-01-01,EBVis,40.8812932
1998-01-01,EBBus,28.1234239
1998-01-01,EBOth,0.0
1998-01-01,ECHol,139.3534681
1998-01-01,ECVis,60.2514172
1998-01-01,ECBus,90.2951957
1998-01-01,ECOth,0.0
1998-01-01,FAHol,434.487693
1998-01-01,FAVis,356.6541193
1998-01-01,FABus,52.4537882
1998-01-01,FAOth,4.3779788
1998-01-01,FBHol,357.8498218
1998-01-01,FBVis,355.3272632
1998-01-01,FBBus,46.493910899999996
1998-01-01,FBOth,0.6216166
1998-01-01,FCHol,170.43727610000002
1998-01-01,FCVis,60.9891223
1998-01-01,FCBus,9.5913903
1998-01-01,FCOth,1.451793
1998-01-01,GAHol,30.8847341
1998-01-01,GAVis,15.723219
1998-01-01,GABus,21.5410257
1998-01-01,GAOth,2.4115748
1998-01-01,GBHol,28.6661866
1998-01-01,GBVis,0.8118559
1998-01-01,GBBus,31.2203828
1998-01-01,GBOth,0.6645502
1998-01-01,AAAHol,2015.444457
1998-01-01,AAAVis,1379.273926
1998-01-01,AAABus,230.0995779
1998-01-01,AAAOth,118.2381459
1998-01-01,AABHol,936.2088158
1998-01-01,AABVis,297.9446879
1998-01-01,AABBus,0.0
1998-01-01,AABOth,0.0
1998-01-01,ABAHol,915.5266146
1998-01-01,ABAVis,361.1611221
1998-01-01,ABABus,18.7536907
1998-01-01,ABAOth,25.2334072
1998-01-01,ABBHol,3034.187013
1998-01-01,ABBVis,949.3512936
1998-01-01,ABBBus,9.0500865
1998-01-01,ABBOth,9.4754939
1998-01-01,ACAHol,2807.594007
1998-01-01,ACAVis,544.7335207
1998-01-01,ACABus,200.6263217
1998-01-01,ACAOth,16.667523
1998-01-01,ADAHol,257.9666576
1998-01-01,ADAVis,15.377391
1998-01-01,ADABus,0.0
1998-01-01,ADAOth,9.2695001
1998-01-01,ADBHol,77.5417715
1998-01-01,ADBVis,111.36407
1998-01-01,ADBBus,35.4849934
1998-01-01,ADBOth,52.8671738
1998-01-01,ADCHol,419.4193471
1998-01-01,ADCVis,142.655884
1998-01-01,ADCBus,17.4337273
1998-01-01,ADCOth,24.6583895
1998-01-01,ADDHol,63.3456416
1998-01-01,ADDVis,194.856385
1998-01-01,ADDBus,46.8966267
1998-01-01,ADDOth,3.833051
1998-01-01,AEAHol,222.6039692
1998-01-01,AEAVis,332.3266011
1998-01-01,AEABus,46.0171778
1998-01-01,AEAOth,2.4724007
1998-01-01,AEBHol,339.0265806
1998-01-01,AEBVis,219.6736267
1998-01-01,AEBBus,29.4388292
1998-01-01,AEBOth,14.7369957
1998-01-01,AECHol,27.1093593
1998-01-01,AECVis,43.6625313
1998-01-01,AECBus,41.6140196
1998-01-01,AECOth,6.2212569
1998-01-01,AEDHol,148.6791925
1998-01-01,AEDVis,67.7566525
1998-01-01,AEDBus,19.1750614
1998-01-01,AEDOth,0.0
1998-01-01,AFAHol,360.2568146
1998-01-01,AFAVis,184.9929782
1998-01-01,AFABus,24.9513355
1998-01-01,AFAOth,42.2466827
1998-01-01,BAAHol,640.5280899
1998-01-01,BAAVis,1166.772376
1998-01-01,BAABus,193.7793947
1998-01-01,BAAOth,21.6427018
1998-01-01,BABHol,1168.977298
1998-01-01,BABVis,219.2684772
1998-01-01,BABBus,5.1133498
1998-01-01,BABOth,0.0
1998-01-01,BACHol,295.8410848
1998-01-01,BACVis,139.8371724
1998-01-01,BACBus,2.9126374
1998-01-01,BACOth,0.0
1998-01-01,BBAHol,1459.236057
1998-01-01,BBAVis,181.301635
1998-01-01,BBABus,0.9073995
1998-01-01,BBAOth,12.5506911
1998-01-01,BCAHol,364.3369128
1998-01-01,BCAVis,121.5988495
1998-01-01,BCABus,3.3620337
1998-01-01,BCAOth,0.0
1998-01-01,BCBHol,440.5393311
1998-01-01,BCBVis,143.7709685
1998-01-01,BCBBus,43.762958
1998-01-01,BCBOth,2.3251764
1998-01-01,BCCHol,918.1337059
1998-01-01,BCCVis,100.9173803
1998-01-01,BCCBus,0.0
1998-01-01,BCCOth,0.0
1998-01-01,BDAHol,278.5022963
1998-01-01,BDAVis,78.050959
1998-01-01,BDABus,3.6295982
1998-01-01,BDAOth,0.0
1998-01-01,BDBHol,27.1291485
1998-01-01,BDBVis,141.5889001
1998-01-01,BDBBus,5.4443972
1998-01-01,BDBOth,31.261328
1998-01-01,BDCHol,561.4998506
1998-01-01,BDCVis,106.6283627
1998-01-01,BDCBus,25.7528686
1998-01-01,BDCOth,10.8887946
1998-01-01,BDDHol,4.331797
1998-01-01,BDDVis,5.8440016
1998-01-01,BDDBus,7.1703984
1998-01-01,BDDOth,0.0
1998-01-01,BDEHol,76.0244312
1998-01-01,BDEVis,6.4976954
1998-01-01,BDEBus,0.0
1998-01-01,BDEOth,0.0
1998-01-01,BDFHol,0.0
1998-01-01,BDFVis,25.132756
1998-01-01,BDFBus,0.0
1998-01-01,BDFOth,0.0
1998-01-01,BEAHol,5.4443973
1998-01-01,BEAVis,18.5125605
1998-01-01,BEABus,0.0
1998-01-01,BEAOth,0.0
1998-01-01,BEBHol,186.00795
1998-01-01,BEBVis,138.2469574
1998-01-01,BEBBus,0.0
1998-01-01,BEBOth,7.2591962
1998-01-01,BECHol,68.1892506
1998-01-01,BECVis,57.0547616
1998-01-01,BECBus,50.1538567
1998-01-01,BECOth,2.6455582
1998-01-01,BEDHol,115.3681575
1998-01-01,BEDVis,304.8740316
1998-01-01,BEDBus,11.625882
1998-01-01,BEDOth,0.0
1998-01-01,BEEHol,2.1301752
1998-01-01,BEEVis,22.4458975
1998-01-01,BEEBus,0.0
1998-01-01,BEEOth,0.0
1998-01-01,BEFHol,51.5406732
1998-01-01,BEFVis,45.3591934
1998-01-01,BEFBus,0.0
1998-01-01,BEFOth,0.0
1998-01-01,BEGHol,46.6653095
1998-01-01,BEGVis,65.0071205
1998-01-01,BEGBus,2.4789343
1998-01-01,BEGOth,0.0
1998-01-01,BEHHol,78.8656383
1998-01-01,BEHVis,70.94925
1998-01-01,BEHBus,0.0
1998-01-01,BEHOth,0.0
1998-01-01,CAAHol,1710.355547
1998-01-01,CAAVis,365.2683788
1998-01-01,CAABus,74.530141
1998-01-01,CAAOth,23.0652367
1998-01-01,CABHol,777.3040492
1998-01-01,CABVis,1183.079916
1998-01-01,CABBus,393.8303065
1998-01-01,CABOth,52.875929
1998-01-01,CACHol,1542.889732
1998-01-01,CACVis,270.6032242
1998-01-01,CACBus,13.9214756
1998-01-01,CACOth,13.512483
1998-01-01,CBAHol,64.3991727
1998-01-01,CBAVis,154.5479537
1998-01-01,CBABus,9.6153506
1998-01-01,CBAOth,2.0014202
1998-01-01,CBBHol,69.6240605
1998-01-01,CBBVis,87.7274333
1998-01-01,CBBBus,13.0233094
1998-01-01,CBBOth,0.0
1998-01-01,CBCHol,214.8007251
1998-01-01,CBCVis,77.1835438
1998-01-01,CBCBus,0.0
1998-01-01,CBCOth,9.478051
1998-01-01,CBDHol,67.6352436
1998-01-01,CBDVis,34.2951673
1998-01-01,CBDBus,4.8076753
1998-01-01,CBDOth,19.2737825
1998-01-01,CCAHol,154.0971719
1998-01-01,CCAVis,49.4600848
1998-01-01,CCABus,0.0
1998-01-01,CCAOth,0.0
1998-01-01,CCBHol,204.1490029
1998-01-01,CCBVis,146.3020205
1998-01-01,CCBBus,11.0715889
1998-01-01,CCBOth,25.4117287
1998-01-01,CCCHol,314.1389332
1998-01-01,CCCVis,169.1301259
1998-01-01,CCCBus,14.0272953
1998-01-01,CCCOth,0.0
1998-01-01,CDAHol,91.5156598
1998-01-01,CDAVis,80.8005728
1998-01-01,CDABus,19.0134919
1998-01-01,CDAOth,0.0
1998-01-01,CDBHol,32.4063864
1998-01-01,CDBVis,22.7376616
1998-01-01,CDBBus,49.448014
1998-01-01,CDBOth,0.0
1998-01-01,DAAHol,574.8680242
1998-01-01,DAAVis,670.5726207
1998-01-01,DAABus,101.1392137
1998-01-01,DAAOth,113.4314546
1998-01-01,DABHol,12.01874
1998-01-01,DABVis,5.9894777
1998-01-01,DABBus,0.8353756
1998-01-01,DABOth,0.0
1998-01-01,DACHol,3.2608614
1998-01-01,DACVis,15.7040008
1998-01-01,DACBus,0.0
1998-01-01,DACOth,0.0
1998-01-01,DBAHol,298.6181372
1998-01-01,DBAVis,140.8844252
1998-01-01,DBABus,112.6915208
1998-01-01,DBAOth,3.9683373
1998-01-01,DBBHol,208.9424264
1998-01-01,DBBVis,46.0239301
1998-01-01,DBBBus,0.0
1998-01-01,DBBOth,0.0
1998-01-01,DBCHol,89.2528048
1998-01-01,DBCVis,2.555678
1998-01-01,DBCBus,0.0
1998-01-01,DBCOth,2.1308405
1998-01-01,DCAHol,133.382737
1998-01-01,DCAVis,32.5461046
1998-01-01,DCABus,0.0
1998-01-01,DCAOth,14.6190737
1998-01-01,DCBHol,134.9815712
1998-01-01,DCBVis,38.3053754
1998-01-01,DCBBus,0.0
1998-01-01,DCBOth,0.0
1998-01-01,DCCHol,12.9848387
1998-01-01,DCCVis,7.9850174
1998-01-01,DCCBus,41.6779128
1998-01-01,DCCOth,0.0
1998-01-01,DCDHol,34.4973011
1998-01-01,DCDVis,78.0067892
1998-01-01,DCDBus,50.3924688
1998-01-01,DCDOth,1.3227791
1998-01-01,DDAHol,110.1810096
1998-01-01,DDAVis,89.3992561
1998-01-01,DDABus,13.0942147
1998-01-01,DDAOth,0.0
1998-01-01,DDBHol,232.0199543
1998-01-01,DDBVis,73.4733955
1998-01-01,DDBBus,2.555678
1998-01-01,DDBOth,0.0
1998-01-01,EAAHol,177.0840457
1998-01-01,EAAVis,125.8639239
1998-01-01,EAABus,14.0079803
1998-01-01,EAAOth,0.0
1998-01-01,EABHol,671.3219792
1998-01-01,EABVis,555.8588926
1998-01-01,EABBus,219.0581897
1998-01-01,EABOth,36.1465855
1998-01-01,EACHol,578.8525568
1998-01-01,EACVis,153.5233174
1998-01-01,EACBus,36.4312956
1998-01-01,EACOth,0.0
1998-01-01,EBAHol,194.5656246
1998-01-01,EBAVis,40.8812932
1998-01-01,EBABus,28.1234239
1998-01-01,EBAOth,0.0
1998-01-01,ECAHol,139.3534681
1998-01-01,ECAVis,60.2514172
1998-01-01,ECABus,90.2951957
1998-01-01,ECAOth,0.0
1998-01-01,FAAHol,434.487693
1998-01-01,FAAVis,356.6541193
1998-01-01,FAABus,52.4537882
1998-01-01,FAAOth,4.3779788
1998-01-01,FBAHol,185.6922454
1998-01-01,FBAVis,41.1233102
1998-01-01,FBABus,1.2654188
1998-01-01,FBAOth,0.6216166
1998-01-01,FBBHol,172.1575764
1998-01-01,FBBVis,314.203953
1998-01-01,FBBBus,45.2284921
1998-01-01,FBBOth,0.0
1998-01-01,FCAHol,137.3764266
1998-01-01,FCAVis,50.2190103
1998-01-01,FCABus,7.9169892
1998-01-01,FCAOth,0.0
1998-01-01,FCBHol,33.0608495
1998-01-01,FCBVis,10.770112
1998-01-01,FCBBus,1.6744011
1998-01-01,FCBOth,1.451793
1998-01-01,GAAHol,26.5765291
1998-01-01,GAAVis,12.5167296
1998-01-01,GAABus,7.7547692
1998-01-01,GAAOth,0.0
1998-01-01,GABHol,0.0
1998-01-01,GABVis,2.584923
1998-01-01,GABBus,0.0
1998-01-01,GABOth,0.0
1998-01-01,GACHol,4.308205
1998-01-01,GACVis,0.6215664
1998-01-01,GACBus,13.7862565
1998-01-01,GACOth,2.4115748
1998-01-01,GBAHol,1.3530931
1998-01-01,GBAVis,0.0
1998-01-01,GBABus,20.1133832
1998-01-01,GBAOth,0.6645502
1998-01-01,GBBHol,18.9650145
1998-01-01,GBBVis,0.8118559
1998-01-01,GBBBus,0.0
1998-01-01,GBBOth,0.0
1998-01-01,GBCHol,7.5362231
1998-01-01,GBCVis,0.0
1998-01-01,GBCBus,1.6289484
1998-01-01,GBCOth,0.0
1998-01-01,GBDHol,0.8118559
1998-01-01,GBDVis,0.0
1998-01-01,GBDBus,9.4780512
1998-01-01,GBDOth,0.0
1998-02-01,TotalAll,17294.699551000012
1998-02-01,AAll,5880.3679184
1998-02-01,BAll,3855.6478394
1998-02-01,CAll,3580.051065
1998-02-01,DAll,1321.2579921999998
1998-02-01,EAll,1826.6106765
1998-02-01,FAll,757.0797435999999
1998-02-01,GAll,73.68431590000002
1998-02-01,AAAll,1937.2296111000003
1998-02-01,ABAll,1514.4315119
1998-02-01,ACAll,1066.8827696
1998-02-01,ADAll,435.3344004
1998-02-01,AEAll,455.2267924
1998-02-01,AFAll,471.26283299999994
1998-02-01,BAAll,1900.7623578999999
1998-02-01,BBAll,342.70588710000004
1998-02-01,BCAll,584.7621432
1998-02-01,BDAll,522.4752648
1998-02-01,BEAll,504.9421864000001
1998-02-01,CAAll,2433.3131261
1998-02-01,CBAll,581.0129593
1998-02-01,CCAll,468.35213860000005
1998-02-01,CDAll,97.372841
1998-02-01,DAAll,524.8621631
1998-02-01,DBAll,345.8403748
1998-02-01,DCAll,173.4784501
1998-02-01,DDAll,277.07700420000003
1998-02-01,EAAll,1315.2185249
1998-02-01,EBAll,360.128887
1998-02-01,ECAll,151.2632646
1998-02-01,FAAll,227.80270349999998
1998-02-01,FBAll,407.3711451
1998-02-01,FCAll,121.90589499999999
1998-02-01,GAAll,61.95907030000001
1998-02-01,GBAll,11.7252456
1998-02-01,AAAAll,1691.6644359000002
1998-02-01,AABAll,245.56517520000003
1998-02-01,ABAAll,610.9398316999999
1998-02-01,ABBAll,903.4916802
1998-02-01,ACAAll,1066.8827696
1998-02-01,ADAAll,73.10868020000001
1998-02-01,ADBAll,160.2386891
1998-02-01,ADCAll,112.32887609999999
1998-02-01,ADDAll,89.65815500000001
1998-02-01,AEAAll,148.4923012
1998-02-01,AEBAll,174.9908081
1998-02-01,AECAll,51.9434112
1998-02-01,AEDAll,79.8002719
1998-02-01,AFAAll,471.26283299999994
1998-02-01,BAAAll,1448.6804576999998
1998-02-01,BABAll,312.86062150000004
1998-02-01,BACAll,139.2212787
1998-02-01,BBAAll,342.70588710000004
1998-02-01,BCAAll,142.7098108
1998-02-01,BCBAll,243.5050688
1998-02-01,BCCAll,198.54726360000004
1998-02-01,BDAAll,130.6898229
1998-02-01,BDBAll,38.1991054
1998-02-01,BDCAll,110.2670016
1998-02-01,BDDAll,154.161427
1998-02-01,BDEAll,83.5063411
1998-02-01,BDFAll,5.6515668
1998-02-01,BEAAll,6.0839842
1998-02-01,BEBAll,166.56284340000002
1998-02-01,BECAll,50.9674105
1998-02-01,BEDAll,85.8036448
1998-02-01,BEEAll,13.9023649
1998-02-01,BEFAll,22.7025176
1998-02-01,BEGAll,127.14020099999999
1998-02-01,BEHAll,31.779220000000002
1998-02-01,CAAAll,652.7402920999999
1998-02-01,CABAll,1302.9047819
1998-02-01,CACAll,477.6680521
1998-02-01,CBAAll,217.84213819999997
1998-02-01,CBBAll,72.73986169999999
1998-02-01,CBCAll,109.3018675
1998-02-01,CBDAll,181.1290919
1998-02-01,CCAAll,72.5737094
1998-02-01,CCBAll,218.7600065
1998-02-01,CCCAll,177.0184227
1998-02-01,CDAAll,95.194148
1998-02-01,CDBAll,2.178693
1998-02-01,DAAAll,492.10389060000006
1998-02-01,DABAll,32.758272500000004
1998-02-01,DACAll,0.0
1998-02-01,DBAAll,113.0030271
1998-02-01,DBBAll,219.87874850000003
1998-02-01,DBCAll,12.9585992
1998-02-01,DCAAll,24.1513061
1998-02-01,DCBAll,51.9487529
1998-02-01,DCCAll,27.629560499999997
1998-02-01,DCDAll,69.7488306
1998-02-01,DDAAll,154.3720916
1998-02-01,DDBAll,122.7049126
1998-02-01,EAAAll,95.38593209999999
1998-02-01,EABAll,849.3013623
1998-02-01,EACAll,370.5312305
1998-02-01,EBAAll,360.128887
1998-02-01,ECAAll,151.2632646
1998-02-01,FAAAll,227.80270349999998
1998-02-01,FBAAll,149.6244807
1998-02-01,FBBAll,257.7466644
1998-02-01,FCAAll,93.8828624
1998-02-01,FCBAll,28.0230326
1998-02-01,GAAAll,44.4561755
1998-02-01,GABAll,5.6873909000000005
1998-02-01,GACAll,11.815503900000001
1998-02-01,GBAAll,1.1998002
1998-02-01,GBBAll,4.7060873999999995
1998-02-01,GBCAll,5.2964594
1998-02-01,GBDAll,0.5228986
1998-02-01,TotalHol,7618.8987892999985
1998-02-01,TotalVis,5558.051854700001
1998-02-01,TotalBus,3430.8255153000014
1998-02-01,TotalOth,686.9233917
1998-02-01,AHol,2543.9238627000004
1998-02-01,AVis,2211.4691966
1998-02-01,ABus,955.4502825000001
1998-02-01,AOth,169.52457660000002
1998-02-01,BHol,1457.1596448000003
1998-02-01,BVis,1388.9918721999998
1998-02-01,BBus,941.8563769000001
1998-02-01,BOth,67.6399455
1998-02-01,CHol,1738.9586921
1998-02-01,CVis,893.5569227999999
1998-02-01,CBus,601.4135411999998
1998-02-01,COth,346.1219089
1998-02-01,DHol,636.982185
1998-02-01,DVis,440.31967879999996
1998-02-01,DBus,209.68550780000004
1998-02-01,DOth,34.270620599999994
1998-02-01,EHol,711.2497785000002
1998-02-01,EVis,432.0114828
1998-02-01,EBus,620.9450418000001
1998-02-01,EOth,62.4043734
1998-02-01,FHol,521.5905516
1998-02-01,FVis,180.4069774
1998-02-01,FBus,48.538500500000005
1998-02-01,FOth,6.5437141
1998-02-01,GHol,9.0340746
1998-02-01,GVis,11.295724100000001
1998-02-01,GBus,52.9362646
1998-02-01,GOth,0.4182526
1998-02-01,AAHol,654.1670612
1998-02-01,AAVis,742.0533868
1998-02-01,AABus,454.3105401
1998-02-01,AAOth,86.698623
1998-02-01,ABHol,688.6756038
1998-02-01,ABVis,705.3593980999999
1998-02-01,ABBus,71.3329267
1998-02-01,ABOth,49.0635833
1998-02-01,ACHol,782.6337717
1998-02-01,ACVis,191.0369906
1998-02-01,ACBus,91.3632192
1998-02-01,ACOth,1.8487881
1998-02-01,ADHol,171.49451820000002
1998-02-01,ADVis,155.9975368
1998-02-01,ADBus,96.4535894
1998-02-01,ADOth,11.388756
1998-02-01,AEHol,172.21047149999998
1998-02-01,AEVis,171.5378472
1998-02-01,AEBus,93.9805724
1998-02-01,AEOth,17.4979013
1998-02-01,AFHol,74.7424363
1998-02-01,AFVis,245.4840371
1998-02-01,AFBus,148.0094347
1998-02-01,AFOth,3.0269249
1998-02-01,BAHol,429.05755600000003
1998-02-01,BAVis,826.7364183999999
1998-02-01,BABus,580.6453505
1998-02-01,BAOth,64.323033
1998-02-01,BBHol,197.3569351
1998-02-01,BBVis,83.8084926
1998-02-01,BBBus,61.5404594
1998-02-01,BBOth,0.0
1998-02-01,BCHol,373.6573068
1998-02-01,BCVis,185.63349720000002
1998-02-01,BCBus,25.471339200000003
1998-02-01,BCOth,0.0
1998-02-01,BDHol,317.1220551
1998-02-01,BDVis,136.5813549
1998-02-01,BDBus,68.77185479999999
1998-02-01,BDOth,0.0
1998-02-01,BEHol,139.96579179999998
1998-02-01,BEVis,156.2321091
1998-02-01,BEBus,205.427373
1998-02-01,BEOth,3.3169125
1998-02-01,CAHol,1341.8171092
1998-02-01,CAVis,609.4336444
1998-02-01,CABus,271.0050847
1998-02-01,CAOth,211.0572878
1998-02-01,CBHol,155.4246477
1998-02-01,CBVis,139.5409424
1998-02-01,CBBus,175.8105932
1998-02-01,CBOth,110.236776
1998-02-01,CCHol,197.5002129
