date,Region_Category,Forecast
2016-08-01,AAll,7015.366469397368
2016-09-01,AAll,7405.145096557752
2016-10-01,AAll,8902.270979805571
2016-11-01,AAll,7546.984165723995
2015-12-01,ABAAll,736.3939915535415
2016-01-01,ABAAll,1337.4000115658268
2016-02-01,ABAAll,594.3921285518171
2016-03-01,ABAAll,711.277016891211
2016-04-01,ABAAll,846.1848312005598
2016-05-01,ABAAll,615.2075546026439
2016-06-01,ABAAll,595.6777653322001
2016-07-01,ABAAll,651.7883058293368
2016-08-01,ABAAll,641.9536270481282
2016-09-01,ABAAll,625.8649005100928
2016-10-01,ABAAll,731.9284412721296
2016-11-01,ABAAll,685.0235234519907
2015-12-01,ABABus,112.69986089166643
2016-01-01,ABABus,87.23775506161768
2016-02-01,ABABus,101.65121572769073
2016-03-01,ABABus,159.77950581870556
2016-04-01,ABABus,109.00311242223752
2016-05-01,ABABus,119.55668773270475
2016-06-01,ABABus,102.8995399149821
2016-07-01,ABABus,111.61165923071542
2016-08-01,ABABus,133.6198622489165
2016-09-01,ABABus,112.62600169696451
2016-10-01,ABABus,103.37577204737013
2016-11-01,ABABus,134.5848315903247
2015-12-01,ABAHol,246.66898179739906
2016-01-01,ABAHol,738.9134710470801
2016-02-01,ABAHol,239.7346580876897
2016-03-01,ABAHol,296.561308512972
2016-04-01,ABAHol,448.2985125679815
2016-05-01,ABAHol,217.2374513033912
2016-06-01,ABAHol,217.43865272110475
2016-07-01,ABAHol,228.1864669982276
2016-08-01,ABAHol,207.09583015244942
2016-09-01,ABAHol,217.66612204260335
2016-10-01,ABAHol,325.1485708798366
2016-11-01,ABAHol,234.9137912017575
2015-12-01,ABAOth,31.090192509029322
2016-01-01,ABAOth,32.68077254136618
2016-02-01,ABAOth,28.053905172221256
2016-03-01,ABAOth,26.13627299362875
2016-04-01,ABAOth,30.200516338611916
2016-05-01,ABAOth,46.14307527704769
2016-06-01,ABAOth,32.23335725019439
2016-07-01,ABAOth,44.349123921280494
2016-08-01,ABAOth,34.42799146442924
2016-09-01,ABAOth,32.48112422602877
2016-10-01,ABAOth,36.987546354435395
2016-11-01,ABAOth,42.630350512100385
2015-12-01,ABAVis,316.25612550720075
2016-01-01,ABAVis,444.3775568094911
2016-02-01,ABAVis,195.95482400051287
2016-03-01,ABAVis,212.51473705217774
2016-04-01,ABAVis,236.73243411045246
2016-05-01,ABAVis,210.52855620997218
2016-06-01,ABAVis,221.09669565738722
2016-07-01,ABAVis,251.38791529429224
2016-08-01,ABAVis,231.54353078041976
2016-09-01,ABAVis,238.49958337493447
2016-10-01,ABAVis,234.39474265504833
2016-11-01,ABAVis,238.3784567453494
2015-12-01,ABAll,2112.3221189041333
2016-01-01,ABAll,4851.745224633985
2016-02-01,ABAll,1716.7354962581717
2016-03-01,ABAll,1937.529445465114
2016-04-01,ABAll,2512.7845543007143
2016-05-01,ABAll,1743.9391051246055
2016-06-01,ABAll,1508.4243279290206
2016-07-01,ABAll,1943.64165121916
2016-08-01,ABAll,1744.582350839648
2016-09-01,ABAll,1879.1797125351573
2016-10-01,ABAll,2267.3765317848874
2016-11-01,ABAll,1965.3047830485793
2015-12-01,ABBAll,1387.087272512258
2016-01-01,ABBAll,3528.440563979044
2016-02-01,ABBAll,1135.5080398637308
2016-03-01,ABBAll,1223.982526101841
2016-04-01,ABBAll,1695.683705767269
2016-05-01,ABBAll,1157.3127790331491
2016-06-01,ABBAll,923.4675847817718
2016-07-01,ABBAll,1307.125325492228
2016-08-01,ABBAll,1105.6324513393142
2016-09-01,ABBAll,1269.9801084073267
2016-10-01,ABBAll,1546.9942511280078
2016-11-01,ABBAll,1297.1196457486576
2015-12-01,ABBBus,79.70858133353047
2016-01-01,ABBBus,74.83144420164774
2016-02-01,ABBBus,85.2797372008801
2016-03-01,ABBBus,104.78834344988888
2016-04-01,ABBBus,95.89081646203378
2016-05-01,ABBBus,119.44851241638789
2016-06-01,ABBBus,109.42399859660722
2016-07-01,ABBBus,122.61248859879491
2016-08-01,ABBBus,102.30791802621442
2016-09-01,ABBBus,109.54583855542609
2016-10-01,ABBBus,128.76898510996816
2016-11-01,ABBBus,144.310680561212
2015-12-01,ABBHol,720.3516648094942
2016-01-01,ABBHol,2465.113047369551
2016-02-01,ABBHol,655.274389504598
2016-03-01,ABBHol,702.195510985642
2016-04-01,ABBHol,989.7762632738832
2016-05-01,ABBHol,570.5092270259647
2016-06-01,ABBHol,469.8780861611471
2016-07-01,ABBHol,663.7763552369312
2016-08-01,ABBHol,571.9955302081169
2016-09-01,ABBHol,698.9959577538791
2016-10-01,ABBHol,960.555321289022
2016-11-01,ABBHol,738.4864894062777
2015-12-01,ABBOth,52.22807533098102
2016-01-01,ABBOth,32.73936813485872
2016-02-01,ABBOth,27.644337436168897
2016-03-01,ABBOth,25.690592828634742
2016-04-01,ABBOth,37.35033238325321
2016-05-01,ABBOth,39.298645291614214
2016-06-01,ABBOth,28.87774946921518
2016-07-01,ABBOth,38.87075880618428
2016-08-01,ABBOth,28.916248049121318
2016-09-01,ABBOth,42.18398834442755
2016-10-01,ABBOth,43.103114384763224
2016-11-01,ABBOth,40.22566343982991
2015-12-01,ABBVis,529.702049283214
2016-01-01,ABBVis,976.446389595302
2016-02-01,ABBVis,381.2401323657399
2016-03-01,ABBVis,400.35311895241466
2016-04-01,ABBVis,566.7600253665855
2016-05-01,ABBVis,404.4292110586549
2016-06-01,ABBVis,327.47285226082806
2016-07-01,ABBVis,484.01503488088144
2016-08-01,ABBVis,403.5007799183904
2016-09-01,ABBVis,421.3442073331057
2016-10-01,ABBVis,432.43886369064086
2016-11-01,ABBVis,379.090320155776
2015-12-01,ABBus,186.27355869050632
2016-01-01,ABBus,145.67494929895736
2016-02-01,ABBus,176.2260706848662
2016-03-01,ABBus,259.06154681513874
2016-04-01,ABBus,196.88303889246353
2016-05-01,ABBus,241.0252381554935
2016-06-01,ABBus,194.5281585356185
2016-07-01,ABBus,219.1037236446459
2016-08-01,ABBus,239.39236593699997
2016-09-01,ABBus,209.75250188436092
2016-10-01,ABBus,211.10359479085153
2016-11-01,ABBus,269.5835895966307
2015-12-01,ABHol,963.8787518411223
2016-01-01,ABHol,3195.525738252469
2016-02-01,ABHol,883.6801139351631
2016-03-01,ABHol,986.3139880047106
2016-04-01,ABHol,1420.167931445289
2016-05-01,ABHol,772.5944413186528
2016-06-01,ABHol,675.3003329426618
2016-07-01,ABHol,876.208284197771
2016-08-01,ABHol,767.6006028820204
2016-09-01,ABHol,904.5075183458382
2016-10-01,ABHol,1275.1739383383917
2016-11-01,ABHol,961.6219714176373
2015-12-01,ABOth,85.18079591659135
2016-01-01,ABOth,64.83337731222348
2016-02-01,ABOth,55.43374299039027
2016-03-01,ABOth,52.35066388855123
2016-04-01,ABOth,68.09638051892313
2016-05-01,ABOth,85.82337192824224
2016-06-01,ABOth,61.23870158936397
2016-07-01,ABOth,83.4072391830608
2016-08-01,ABOth,62.66931549919725
2016-09-01,ABOth,74.4841080916831
2016-10-01,ABOth,79.49530204439006
2016-11-01,ABOth,83.32178416763956
2015-12-01,ABVis,858.2434626633492
2016-01-01,ABVis,1443.227121474178
2016-02-01,ABVis,600.6342069635309
2016-03-01,ABVis,624.1156763550216
2016-04-01,ABVis,827.1439969214301
2016-05-01,ABVis,623.0951799693119
2016-06-01,ABVis,572.8345768364795
2016-07-01,ABVis,761.806747709567
2016-08-01,ABVis,666.3616434033809
2016-09-01,ABVis,690.7109489102982
2016-10-01,ABVis,709.2192532376623
2016-11-01,ABVis,639.3647682965709
2015-12-01,ABus,1235.679720860314
2016-01-01,ABus,922.6211846236986
2016-02-01,ABus,1244.4156246087482
2016-03-01,ABus,1484.0247155330317
2016-04-01,ABus,1290.186077740186
2016-05-01,ABus,1439.1255289083774
2016-06-01,ABus,1342.5125875106974
2016-07-01,ABus,1497.4492195965877
2016-08-01,ABus,1530.6056408328159
2016-09-01,ABus,1503.0527811158147
2016-10-01,ABus,1532.9546353524531
2016-11-01,ABus,1574.657492563196
2015-12-01,ACAAll,964.5985004995719
2016-01-01,ACAAll,3140.4582704287895
2016-02-01,ACAAll,860.3217969561416
2016-03-01,ACAAll,964.5438471831386
2016-04-01,ACAAll,1237.5047613781185
2016-05-01,ACAAll,737.743689438943
2016-06-01,ACAAll,688.1293211354246
2016-07-01,ACAAll,738.4899221512562
2016-08-01,ACAAll,672.1552459828193
2016-09-01,ACAAll,670.8341251512061
2016-10-01,ACAAll,971.2278158792795
2016-11-01,ACAAll,814.0559168300701
2015-12-01,ACABus,72.84836998814711
2016-01-01,ACABus,69.88922606413183
2016-02-01,ACABus,59.62268196221289
2016-03-01,ACABus,77.87393349237063
2016-04-01,ACABus,67.31598987152796
2016-05-01,ACABus,93.95207403994014
2016-06-01,ACABus,83.81354502008483
2016-07-01,ACABus,69.47563886395992
2016-08-01,ACABus,102.6788045668665
2016-09-01,ACABus,77.14758641868434
2016-10-01,ACABus,81.27606393782266
2016-11-01,ACABus,85.02565942154008
2015-12-01,ACAHol,501.094076713394
2016-01-01,ACAHol,2455.352828066094
2016-02-01,ACAHol,548.0815844460172
2016-03-01,ACAHol,567.8088568043636
2016-04-01,ACAHol,831.6383371346678
2016-05-01,ACAHol,408.5800885299748
2016-06-01,ACAHol,310.03370626026845
2016-07-01,ACAHol,382.7615468145559
2016-08-01,ACAHol,299.81110602022494
2016-09-01,ACAHol,322.87573396379497
2016-10-01,ACAHol,574.8912639092846
2016-11-01,ACAHol,437.7031054911248
2015-12-01,ACAOth,22.451519086081543
2016-01-01,ACAOth,29.173303827977712
2016-02-01,ACAOth,17.98417474947667
2016-03-01,ACAOth,31.303748515788577
2016-04-01,ACAOth,22.036826958346147
2016-05-01,ACAOth,22.21705511406347
2016-06-01,ACAOth,30.702745016837767
2016-07-01,ACAOth,29.41491768796947
2016-08-01,ACAOth,24.188698123397476
2016-09-01,ACAOth,18.47785605532279
2016-10-01,ACAOth,25.093377732619597
2016-11-01,ACAOth,26.189727812801248
2015-12-01,ACAVis,343.39112155968326
2016-01-01,ACAVis,573.774135364861
2016-02-01,ACAVis,226.0993225788366
2016-03-01,ACAVis,259.18817557313093
2016-04-01,ACAVis,309.0188287142053
2016-05-01,ACAVis,211.1890516000826
2016-06-01,ACAVis,214.96200715655758
2016-07-01,ACAVis,242.55786438980613
2016-08-01,ACAVis,199.7141010363103
2016-09-01,ACAVis,222.66986387681354
2016-10-01,ACAVis,259.59808491693224
2016-11-01,ACAVis,217.0478275321413
2015-12-01,ACAll,964.5985004995719
2016-01-01,ACAll,3140.4582704287895
2016-02-01,ACAll,860.3217969561416
2016-03-01,ACAll,964.5438471831386
2016-04-01,ACAll,1237.5047613781185
2016-05-01,ACAll,737.743689438943
2016-06-01,ACAll,688.1293211354246
2016-07-01,ACAll,738.4899221512562
2016-08-01,ACAll,672.1552459828193
2016-09-01,ACAll,670.8341251512061
2016-10-01,ACAll,971.2278158792795
2016-11-01,ACAll,814.0559168300701
2015-12-01,ACBus,72.84836998814711
2016-01-01,ACBus,69.88922606413183
2016-02-01,ACBus,59.62268196221289
2016-03-01,ACBus,77.87393349237063
2016-04-01,ACBus,67.31598987152796
2016-05-01,ACBus,93.95207403994014
2016-06-01,ACBus,83.81354502008483
2016-07-01,ACBus,69.47563886395992
2016-08-01,ACBus,102.6788045668665
2016-09-01,ACBus,77.14758641868434
2016-10-01,ACBus,81.27606393782266
2016-11-01,ACBus,85.02565942154008
2015-12-01,ACHol,501.094076713394
2016-01-01,ACHol,2455.352828066094
2016-02-01,ACHol,548.0815844460172
2016-03-01,ACHol,567.8088568043636
2016-04-01,ACHol,831.6383371346678
2016-05-01,ACHol,408.5800885299748
2016-06-01,ACHol,310.03370626026845
2016-07-01,ACHol,382.7615468145559
2016-08-01,ACHol,299.81110602022494
2016-09-01,ACHol,322.87573396379497
2016-10-01,ACHol,574.8912639092846
2016-11-01,ACHol,437.7031054911248
2015-12-01,ACOth,22.451519086081543
2016-01-01,ACOth,29.173303827977712
2016-02-01,ACOth,17.98417474947667
2016-03-01,ACOth,31.303748515788577
2016-04-01,ACOth,22.036826958346147
2016-05-01,ACOth,22.21705511406347
2016-06-01,ACOth,30.702745016837767
2016-07-01,ACOth,29.41491768796947
2016-08-01,ACOth,24.188698123397476
2016-09-01,ACOth,18.47785605532279
2016-10-01,ACOth,25.093377732619597
2016-11-01,ACOth,26.189727812801248
2015-12-01,ACVis,343.39112155968326
2016-01-01,ACVis,573.774135364861
2016-02-01,ACVis,226.0993225788366
2016-03-01,ACVis,259.18817557313093
2016-04-01,ACVis,309.0188287142053
2016-05-01,ACVis,211.1890516000826
2016-06-01,ACVis,214.96200715655758
2016-07-01,ACVis,242.55786438980613
2016-08-01,ACVis,199.7141010363103
2016-09-01,ACVis,222.66986387681354
2016-10-01,ACVis,259.59808491693224
2016-11-01,ACVis,217.0478275321413
2015-12-01,ADAAll,124.18994792330753
2016-01-01,ADAAll,279.84153995970166
2016-02-01,ADAAll,81.86821107065047
2016-03-01,ADAAll,106.57181360073305
2016-04-01,ADAAll,160.19560622018918
2016-05-01,ADAAll,72.91120495616875
2016-06-01,ADAAll,124.13047509229848
2016-07-01,ADAAll,498.502966124968
2016-08-01,ADAAll,425.4098945098517
2016-09-01,ADAAll,285.5763632555701
2016-10-01,ADAAll,135.5618785540771
2016-11-01,ADAAll,101.24974053101556
2015-12-01,ADABus,40.26268414758288
2016-01-01,ADABus,1.8703817323305616
2016-02-01,ADABus,7.632317952871387
2016-03-01,ADABus,1.2935942245174399
2016-04-01,ADABus,-3.0294451140333862
2016-05-01,ADABus,-2.2303398987297385
2016-06-01,ADABus,0.7099254385872662
2016-07-01,ADABus,2.7463588014327236
2016-08-01,ADABus,10.079494087453249
2016-09-01,ADABus,14.95271129791104
2016-10-01,ADABus,0.0045419942887798825
2016-11-01,ADABus,9.978487788201914
2015-12-01,ADAHol,37.4321373587663
2016-01-01,ADAHol,209.85807830380017
2016-02-01,ADAHol,52.36836966882291
2016-03-01,ADAHol,68.54841259982578
2016-04-01,ADAHol,106.23450931983044
2016-05-01,ADAHol,44.59361937303697
2016-06-01,ADAHol,81.87836495928856
2016-07-01,ADAHol,413.0702721956631
2016-08-01,ADAHol,379.0777691553785
2016-09-01,ADAHol,219.98745537216948
2016-10-01,ADAHol,105.43437925198336
2016-11-01,ADAHol,55.97535291351468
2015-12-01,ADAOth,7.942823237419182
2016-01-01,ADAOth,6.871764062594561
2016-02-01,ADAOth,2.722655282849865
2016-03-01,ADAOth,8.365946281301587
2016-04-01,ADAOth,12.176138704315992
2016-05-01,ADAOth,5.717970117945082
2016-06-01,ADAOth,7.795934603888335
2016-07-01,ADAOth,19.72239896512724
2016-08-01,ADAOth,10.52429131254964
2016-09-01,ADAOth,6.7391256109401985
2016-10-01,ADAOth,5.497357207967427
2016-11-01,ADAOth,0.9664616012704714
2015-12-01,ADAVis,41.01186931650795
2016-01-01,ADAVis,61.58943546011136
2016-02-01,ADAVis,13.825422564149552
2016-03-01,ADAVis,18.19017631745753
2016-04-01,ADAVis,34.65951301406667
2016-05-01,ADAVis,19.136991828101408
2016-06-01,ADAVis,21.261943452928577
2016-07-01,ADAVis,36.25620356525531
2016-08-01,ADAVis,23.398232100502405
2016-09-01,ADAVis,24.72038662233405
2016-10-01,ADAVis,22.06308683514417
2016-11-01,ADAVis,25.973827865221015
2015-12-01,ADAll,809.5496456628921
2016-01-01,ADAll,1282.7968300899333
2016-02-01,ADAll,609.5912089520441
2016-03-01,ADAll,700.9159073093701
2016-04-01,ADAll,1028.8604835646775
2016-05-01,ADAll,672.4778340872252
2016-06-01,ADAll,710.7429484509452
2016-07-01,ADAll,1129.6788416173026
2016-08-01,ADAll,942.5818268987307
2016-09-01,ADAll,906.8721959841683
2016-10-01,ADAll,855.801920477963
2016-11-01,ADAll,785.8612180130965
2015-12-01,ADBAll,255.1467329591069
2016-01-01,ADBAll,345.5718764026768
2016-02-01,ADBAll,223.9513332535994
2016-03-01,ADBAll,243.48918718854503
2016-04-01,ADBAll,309.2255606983895
2016-05-01,ADBAll,240.88321295267383
2016-06-01,ADBAll,229.94343625079122
2016-07-01,ADBAll,267.03359765659377
2016-08-01,ADBAll,235.2290132130302
2016-09-01,ADBAll,232.36201378942397
2016-10-01,ADBAll,300.8895455457585
2016-11-01,ADBAll,300.763594751407
2015-12-01,ADBBus,33.48580576600097
2016-01-01,ADBBus,29.985996727090658
2016-02-01,ADBBus,61.50482921425082
2016-03-01,ADBBus,50.56689499411925
2016-04-01,ADBBus,28.426395034967822
2016-05-01,ADBBus,49.99901233075033
2016-06-01,ADBBus,23.982007643087226
2016-07-01,ADBBus,39.227814014136925
2016-08-01,ADBBus,52.29207586613414
2016-09-01,ADBBus,33.614915530774816
2016-10-01,ADBBus,52.259632690048804
2016-11-01,ADBBus,89.71366760461785
2015-12-01,ADBHol,67.11613382657367
2016-01-01,ADBHol,160.08361367622297
2016-02-01,ADBHol,64.80549752932085
2016-03-01,ADBHol,68.41311818608735
2016-04-01,ADBHol,129.16518801537092
2016-05-01,ADBHol,64.74859742541938
2016-06-01,ADBHol,68.71343372927386
2016-07-01,ADBHol,87.40999234219426
2016-08-01,ADBHol,57.84887899500664
2016-09-01,ADBHol,78.2191619942405
2016-10-01,ADBHol,105.14302690789275
2016-11-01,ADBHol,88.53035436366221
2015-12-01,ADBOth,7.8750455884162776
2016-01-01,ADBOth,13.42436744099447
2016-02-01,ADBOth,6.57694899961026
2016-03-01,ADBOth,4.656413005247602
2016-04-01,ADBOth,19.56218723899707
2016-05-01,ADBOth,11.201298249455165
2016-06-01,ADBOth,10.343191981290413
2016-07-01,ADBOth,4.172982622775596
2016-08-01,ADBOth,9.025311884760303
2016-09-01,ADBOth,10.056074190748722
2016-10-01,ADBOth,9.132772938193298
2016-11-01,ADBOth,19.95726631216955
2015-12-01,ADBVis,134.75910835307656
2016-01-01,ADBVis,138.72112098371508
2016-02-01,ADBVis,88.0449865718833
2016-03-01,ADBVis,116.7386408502486
2016-04-01,ADBVis,124.79414347486923
2016-05-01,ADBVis,110.6573105413472
2016-06-01,ADBVis,114.13485962746839
2016-07-01,ADBVis,122.00705668634431
2016-08-01,ADBVis,107.27870022620932
2016-09-01,ADBVis,106.26962998807855
2016-10-01,ADBVis,130.80564075643798
2016-11-01,ADBVis,116.99929462097742
2015-12-01,ADBus,146.9961894996788
2016-01-01,ADBus,90.48174888675203
2016-02-01,ADBus,128.7098120755505
2016-03-01,ADBus,145.7697624896443
2016-04-01,ADBus,138.44750658446586
2016-05-01,ADBus,135.9425329235203
2016-06-01,ADBus,124.27837481488118
2016-07-01,ADBus,132.0292876933
2016-08-01,ADBus,156.49727036118384
2016-09-01,ADBus,129.73393228222105
2016-10-01,ADBus,144.96607159519556
2016-11-01,ADBus,165.46848054257788
2015-12-01,ADCAll,252.64581555578008
2016-01-01,ADCAll,452.77666315877724
2016-02-01,ADCAll,145.8332955856261
2016-03-01,ADCAll,194.14991081468347
2016-04-01,ADCAll,273.70455171335163
2016-05-01,ADCAll,190.122613484471
2016-06-01,ADCAll,193.85536550148896
2016-07-01,ADCAll,148.50444929746573
2016-08-01,ADCAll,150.98467720834836
2016-09-01,ADCAll,233.8184743941893
2016-10-01,ADCAll,209.1372528711481
2016-11-01,ADCAll,238.63507594473037
2015-12-01,ADCBus,20.811714989814423
2016-01-01,ADCBus,21.63853857740498
2016-02-01,ADCBus,28.5668688865691
2016-03-01,ADCBus,31.435421683818237
2016-04-01,ADCBus,31.365728201711185
2016-05-01,ADCBus,38.19482240984006
2016-06-01,ADCBus,48.46767105510128
2016-07-01,ADCBus,34.61219410912085
2016-08-01,ADCBus,42.05272355472634
2016-09-01,ADCBus,35.98920509548366
2016-10-01,ADCBus,34.83221059381226
2016-11-01,ADCBus,38.53285675744897
2015-12-01,ADCHol,81.41108907586874
2016-01-01,ADCHol,259.43307520060387
2016-02-01,ADCHol,49.17377325602232
2016-03-01,ADCHol,88.2295290313637
2016-04-01,ADCHol,150.08810349154757
2016-05-01,ADCHol,66.92415084544709
2016-06-01,ADCHol,63.76638867139907
2016-07-01,ADCHol,35.4635800440332
2016-08-01,ADCHol,47.09573722668633
